,title,content,complete_tags,words_in_tags
61,attach wheel encoder motor,couple dc motors http //www.pololu.com/product/2202 extended motor shaft sticks diameter trouble trying think best way attach encoder disk shaft thought getting custom wheel printed make opening tight fit know small taking encoder disks pc mouse drilling problem added trying drill small hole small thing wondered anyone knows better way made disk attach find anything shaft,motor,motor
62,displacement accelerometer,want use sensor find displacement accelerometer use accelerometer find displacement want use quadcopter,quadcopter imu accelerometer uav,quadcopter imu accelerometer uav
63,ekf localization robot parallel landmark,"facing real weird problem ekf localization filer gives wrong error time robot parallel landmark debugged many times failed solve problem found problem occurs following picture shows scenario robot moves circular motion landmarks indicted picture filer gives wrong estimated state see robot parallel landmarks got wrong estimated robot pose picture shows estimated wrong red circle estimated robot pose actual robot pose track problem found estimated measurement landmark opposite direction actual measurement landmark -- -- landmark est_robot zobs -0.2208 zpre -0.2333 real_robot mubar -- -- landmark est_robot zobs zpre real_robot est_robot -- -- landmark -200,200 est_robot zobs zpre real_robot est_robot -- -- landmark -200,0 est_robot zobs -- actual measurement landmark zpre -3.0658 -- problem real_robot est_robot -0.5621 computed angles actual measurements zobs sqrt map i,1 real_robot ^2 map i,2 real_robot ^2 atan2 map i,2 real_robot map i,1 real_robot real_robot add gaussian noise zobs zobs sigma_r*randn zobs zobs sigma_phi*randn zobs zobs mod zobs zobs pi positive zobs zobs elseif zobs -pi negative zobs zobs end predicted measurements q map i,1 est_robot ^2 map est_robot ^2 zpre sqrt q atan2 map i,2 est_robot map i,1 est_robot est_robot zpre pi positive zpre zpre elseif zpre -pi negative zpre zpre end",localization ekf,ekf localization
64,keyboard control map scalar based movement,working wild thumper wheel chasis designed rc controller mapping keyboard control set keys behaviors used deal continuous value control offered joystick pair joysticks standard wasd keys accelerate/decelerate pair take pointer videogame think,untagged,untagged
65,definition determine something robust controller,bit uncertain interpret definition robust controller closed loop system including controller high gain frequencies disturbance appears decay frequencies higher work area noise determined using bode plot determining robustness closed-loop system,control,control
66,good simulator outdoor autonomous navigation,appropriate tool simulating car driving simple closed-loop racetrack trying implement control logic autonomous vehicle able first simulate behaviour testing physical platform target environment obstacle small ramps arches use simulator looked robotics simulators listed seem overkill none seemed designed model outdoor environments done little work gazebo find guide texturing ground/sky/background need way apply texture map ground sky create handful obstacles calculate camera feed simple two-wheeled chassis moves course need video input realistic possible access real world racetrack need able test train control logic simulator load logic real mobile platform navigate course,navigation simulator cameras,cameras navigation simulator
67,increasing gyro accelerometer sensor range good bad affect accuracy,using imu unit gyro accelerometer found set acc range +/- till g gyro +/- deg/sec deg/sec know low cost full noise settings range best ensure higher accuracy,sensors imu accelerometer gyroscope,sensors imu gyroscope
68,non-markovian problems/approaches robotics,tell markov assumption ubiquitous probabilistic methods robotics see notion summarize robot previous poses current pose makes many methods tractable wondering classic examples problems robotics markov assumption used circumstances future state robot dependent current least past states non-markovian cases done alleviate computational expense way minimize dependence previous states previous k states k chosen small desired,probability,probability
69,check collision robot environment openrave,robot arm environment check collision robot arm environment,robotic-arm motion-planning python,motion python planning arm robotic
70,someone explaine code,static void set_default_param dpmtticparam param param.overlap param.threshold -0.5 param.lambda param.num_cells,c++,c
71,determine rotation axis given rotation matrix,find axis coordinate system rotate rotation matrix given r_ b \left \begin matrix \\ -1 \\ \\\end matrix \right r_ c \left \begin matrix \\ \\ \\\end matrix \right r_ b thought rotation z-axis r z \theta \left \begin matrix cos \theta -sin \theta \\ sin \theta cos \theta \\ \\\end matrix \right values positions a_ a_ a_ a_ a_ r_ b r z \theta identical solved cos \theta \theta rotation z-axis solve rotation r_ c,joint,joint
72,type servos used industrial robot arms universal robot ur5,noticed industrial robot arms smooth strong movement anyone know type servos use trying build want jerky movement seen lot diy robot arms thanks,robotic-arm servos,servos arm robotic
